#,id,address,microdistrict_id,house,building_body,phone,email,photo,photo_url,linestring,marker,multipolygon,description,created_at,updated_at,is_deleted,is_disabled,category_id,district_id,street_id,sub_category_id,work_hours,name_kz,name_ru,form_of_ownership_category_id,form_of_ownership_sub_category_id,latitude,longitude
118,641689,"ул.Байсеитовой, 47/20",,,,,,,,,0101000020E6100000F4358BF97C3C53407663E9DFB49E4540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,4,,21,,Бульвар по ул. Байсеитовой,Бульвар по ул. Байсеитовой,,,43.23989485641407,76.94512785525131
119,641701,"пр.Райымбека, 115/23",,,,,,,,,0101000020E6100000ABB8CDF7723C5340CAF11F84BBA24540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,5,,21,,Сквер по пр. Назарбаева (метро),Сквер по пр. Назарбаева (метро),,,43.27134753761091,76.94451708879448
120,641606,"ул.Мауленова, 96/77",,,,,,,,,0101000020E61000004E094B0AE73B534091303CD1FB9F4540,,Требуется текущий ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,2,,21,,сквер «Сосновый» ,сквер «Сосновый» ,,,43.24987235487891,76.93597657516258
121,641671,"пр.Достык, 85",,,,,,,,,0101000020E610000005539CC54C3D5340125BD5341E9F4540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,6,,21,,сквер. Абая ,сквер. Абая ,,,43.24310932557832,76.95781078592343
122,641574,"пр.Жибек жолы, 106",,,,,,,,,0101000020E61000000C84D0E95E3C5340592D39E885A14540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,2,,21,,зеленая  зона по ул. Жибек Жолы ,зеленая  зона по ул. Жибек Жолы ,,,43.26189902107098,76.94329305041191
123,641648,"ул.Ибрагимова, 79",41,,,,,,,,0101000020E610000017A1F6BE0F49534064FB697D71AD4540,,Требуется текущий ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,6,,21,,сквер. Ардагерлер аланы (мкр.Алатау),сквер. Ардагерлер аланы (мкр.Алатау),,,43.35502593684103,77.14158605656517
124,641524,"пр.Рыскулова, 154/1",,,,,,,,,0101000020E6100000D60B17FB59375340B42EE286F3A14540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,1,,21,,аллея,аллея,,,43.26524435085358,76.86486699343308
125,641538,"ул.Аккол, 1 А",26,,,,,,,,0101000020E6100000A8B150999A32534077E97BFE2C9A4540,,,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,7,,21,,Парк «Алем парк»,Парк «Алем парк»,,,43.204498110298054,76.79068596725722
126,641555,"ул.Ержанова, 161 Б",,,,,,,,,0101000020E61000004728E3DE313C5340244A1E8412AB4540,,Требуется капитальный ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,8,,21,,Парк Сейфуллина,Парк Сейфуллина,,,43.33650256613717,76.94054386313756
127,641716,"ул.Зорге, 18",,,,,,,,,0101000020E610000082295974363D5340C98330E8B0AA4540,,Требуется текущий ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,8,,21,,сквер у «Мемориала Славы»,сквер у «Мемориала Славы»,,,43.33352377289663,76.95644863803139
128,641542,"ул.Серектас, 2",,,,,,,,,0101000020E6100000D3AB07A6BE3F5340FE2AAC306DAB4540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,8,,21,,Роща Маяк ,Роща Маяк ,,,43.33926971823347,76.99601126431598
129,641627,"мкр.Жетысу-1, 55",83,,,,,,,,0101000020E610000024F01F42F13553403EB2D65ADF9B4540,,Требуется текущий ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,3,,21,,сквер «Жетысу-3»,сквер «Жетысу-3»,,,43.21775374873367,76.8428502380271
130,641633,"ул.Береговая, 22",,,,,,,,,0101000020E61000002CD15E890E3D534062ABFC95BC9B4540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,6,,21,,Терренкур ,Терренкур ,,,43.21669268453003,76.95401224383812
131,641620,"ул.Токтабаева, 30",,,,,,,,,0101000020E6100000C0E7665D123853400E68FB3B219B4540,,Требуется капитальный ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,3,,21,,"бульвар ""Таугуль 1""","бульвар ""Таугуль 1""",,,43.211951730496466,76.87612090157836
132,641694,"пр.Райымбека, 519/14",45,,,,,,,,0101000020E61000009160AF068E33534059CFD8CE959E4540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,1,,21,,бульвар,бульвар,,,43.238946777214274,76.80554358603173
133,641530,"ул.Фаризы Онгарсыновой, 2",45,,,,,,,,0101000020E6100000F6BA561169335340679FFBD61DA34540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,1,,21,,сквер,сквер,,,43.27434813772452,76.803287825296
134,641621,"ул.Трудовая, 90",73,,,,,,,,0101000020E610000046E87C22743453408903B34A6F9D4540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,3,,21,,Сквер «Достык»,Сквер «Достык»,,,43.2299588560191,76.8195883006857
135,641664,"ул.Жиренше, 5",74,,,,,,,,0101000020E610000090D85DDCB63F53403C36D57760A44540,,Требуется текущий ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,6,,21,,сквер. в микрорайоне «Думан»,сквер. в микрорайоне «Думан»,,,43.28419397268996,76.99553593792575
136,641643,"ул.Каркаралы, 32",74,,,,,,,,0101000020E6100000914EA34C17405340750EC3583BA44540,,Требуется текущий ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,6,,21,,сквер. по ул. Каркаралы,сквер. по ул. Каркаралы,,,43.283061118357104,77.00142208049716
137,641642,"мкр.Думан-2, 1",76,,,,,,,,0101000020E61000002CAA11892740534012C3E895E5A44540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,6,,21,,сквер. мкр. Думан-2,сквер. мкр. Думан-2,,,43.28825639596302,77.00241305089065
138,641630,"мкр.Жетысу-2, 50",84,,,,,,,,0101000020E610000068A9FBBD41365340A3FFB9669C9C4540,,Требуется капитальный ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,3,,21,,сквер по ул. Саина (запад),сквер по ул. Саина (запад),,,43.22352298814737,76.84776258064596
139,641554,"мкр.Жулдыз-1, 19 Г",87,,,,,,,,0101000020E61000007257AEEFAD3F5340B5AB473C8BAE4540,,Требуется текущий ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,8,,21,,Аллея Жулдыз,Аллея Жулдыз,,,43.36362412929103,76.99499122643991
140,641703,"ул.Бокейханова, 506",,,,,,,,,0101000020E6100000E8766CB3CB3953409BC99C9679A44540,,Требуется капитальный ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,5,,21,,Сквер вдоль реки «Есентай»,Сквер вдоль реки «Есентай»,,,43.28496058135644,76.90305791465983
141,641539,"ул.Нурмагамбетов Нагимбек, 74",94,,,,,,,,0101000020E61000007CCE2246B934534030407BA4529C4540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,7,,21,,Пешеходная зона,Пешеходная зона,,,43.22127204912283,76.82380822562294
142,641553,"ул.Айбергенова, 2/1",94,,,,,,,,0101000020E61000006FF1DDB4CA32534093965146619D4540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,7,,21,,Сквер на Жансугурова,Сквер на Жансугурова,,,43.22953108772085,76.79362222360736
143,641546,"ул.Нурмагамбетов Нагимбек, 23",94,,,,,,,,0101000020E6100000B5C22B4B9134534081B08B14C89C4540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,7,,21,,Сквер Калакман,Сквер Калакман,,,43.22485596485877,76.8213680198049
144,641549,"мкр.Кокжиек, 22",104,,,,,,,,0101000020E61000003E48E5BDCF3A53404245A4F7DAAD4540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,5,,21,,Сквер в мкр. Кокжиек,Сквер в мкр. Кокжиек,,,43.3582448532202,76.91892955199089
145,641699,"мкр.Кокмайса, 20",106,,,,,,,,0101000020E61000008263131A94395340C4F8F5B8A5A74540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,5,,21,,Сквер в мкр. Кокмайса,Сквер в мкр. Кокмайса,,,43.30974494943942,76.89966442006519
146,641674,"мкр.Коктем-2, 19",108,,,,,,,,0101000020E6100000E8E98E2D083B534083AC52BD549D4540,,Требуется текущий ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,4,,21,,Сквер Жас Канат,Сквер Жас Канат,,,43.22914854561625,76.92237414318481
147,641692,"мкр.Коктем-3, 1",109,,,,,,,,0101000020E6100000B43D1C7DD13A5340F7C0F78DCD9D4540,,Требуется текущий ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,4,,21,,Бульвар по ул. Мусрепова,Бульвар по ул. Мусрепова,,,43.23283552739479,76.91903617628014
148,641705,"пр.Суюнбая, 17 А",,,,,,,,,0101000020E6100000E98ACE21973C5340C56437D7CAA24540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,5,,21,,"Пешеходная зона по пр. Суюнбая, пр. Райымбека (Ян Гейл)","Пешеходная зона по пр. Суюнбая, пр. Райымбека (Ян Гейл)",,,43.27181520657317,76.94672436876466
149,641526,"ул.Емцова, 9 Г",,,,,,,,,0101000020E6100000A0A427175A375340156DD065F8A04540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,1,,21,,набережная,набережная,,,43.25758049656921,76.8648736846103
150,641644,"пр.Достык, 12/24",,,,,,,,,0101000020E610000093958364003D53400773981E1FA14540,,Не требуется ремонт,2024-03-26 07:05:48.797546 +00:00,2024-06-13 09:34:16.403538 +00:00,,,4,6,,21,,Парк 28 Гвардейцев-панфиловцев,Парк 28 Гвардейцев-панфиловцев,,,43.25876219219031,76.95314896440532
